"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"Clark County, WI"	"55019"	"2006"	"2006"	Suppressed	27812	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Clark County, WI"	"55019"	"2007"	"2007"	Suppressed	27786	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Clark County, WI"	"55019"	"2008"	"2008"	Suppressed	27832	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Clark County, WI"	"55019"	"2009"	"2009"	Suppressed	27784	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Clark County, WI"	"55019"	"2010"	"2010"	Suppressed	27857	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Clark County, WI"	"55019"	"2011"	"2011"	Suppressed	27964	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Clark County, WI"	"55019"	"2012"	"2012"	Suppressed	27798	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Clark County, WI"	"55019"	"2013"	"2013"	Suppressed	27750	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Clark County, WI"	"55019"	"2014"	"2014"	Suppressed	27672	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Clark County, WI"	"55019"	"2015"	"2015"	Suppressed	27702	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Clark County, WI"	"55019"	"2016"	"2016"	Suppressed	27829	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Clark County, WI"	"55019"	"2017"	"2017"	Suppressed	27888	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Clark County, WI"	"55019"	"2018"	"2018"	Suppressed	27912	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Clark County, WI"	"55019"	"2019"	"2019"	Suppressed	28007	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Clark County, WI"	"55019"	"2020 "	"2020"	Suppressed	27922	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Clark County, WI"	"55019"			14	610365	Unreliable	1.3	3.8	0.6	0.1%
	"Columbia County, WI"	"55021"	"1999"	"1999"	Suppressed	43680	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Columbia County, WI"	"55021"	"2000"	"2000"	Suppressed	44112	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Columbia County, WI"	"55021"	"2001"	"2001"	Suppressed	44973	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Columbia County, WI"	"55021"	"2002"	"2002"	Suppressed	45267	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Columbia County, WI"	"55021"	"2003"	"2003"	Suppressed	45855	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Columbia County, WI"	"55021"	"2004"	"2004"	Suppressed	46572	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Columbia County, WI"	"55021"	"2005"	"2005"	Suppressed	46888	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Columbia County, WI"	"55021"	"2006"	"2006"	Suppressed	47325	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Columbia County, WI"	"55021"	"2007"	"2007"	Suppressed	47598	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Columbia County, WI"	"55021"	"2008"	"2008"	Suppressed	47676	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Columbia County, WI"	"55021"	"2009"	"2009"	Suppressed	47776	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Columbia County, WI"	"55021"	"2010"	"2010"	Suppressed	48192	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Columbia County, WI"	"55021"	"2011"	"2011"	Suppressed	48427	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Columbia County, WI"	"55021"	"2012"	"2012"	Suppressed	48303	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Columbia County, WI"	"55021"	"2013"	"2013"	Suppressed	48492	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Columbia County, WI"	"55021"	"2014"	"2014"	Suppressed	48605	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Columbia County, WI"	"55021"	"2015"	"2015"	Suppressed	48824	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Columbia County, WI"	"55021"	"2016"	"2016"	17	49009	Unreliable	20.2	55.5	8.4	0.2%
	"Columbia County, WI"	"55021"	"2017"	"2017"	10	49367	Unreliable	9.7	37.3	6.4	0.1%
	"Columbia County, WI"	"55021"	"2018"	"2018"	12	49649	Unreliable	12.5	42.2	7.0	0.1%
	"Columbia County, WI"	"55021"	"2019"	"2019"	13	49809	Unreliable	13.9	44.6	7.2	0.1%
	"Columbia County, WI"	"55021"	"2020 "	"2020"	Suppressed	50033	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Columbia County, WI"	"55021"			114	1046432	10.9	8.9	12.9	1.0	1.1%
	"Crawford County, WI"	"55023"	"1999"	"1999"	Suppressed	14480	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Crawford County, WI"	"55023"	"2000"	"2000"	Suppressed	14551	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Crawford County, WI"	"55023"	"2001"	"2001"	Suppressed	14445	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Crawford County, WI"	"55023"	"2002"	"2002"	Suppressed	14447	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Crawford County, WI"	"55023"	"2003"	"2003"	Suppressed	14389	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Crawford County, WI"	"55023"	"2004"	"2004"	Suppressed	14513	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Crawford County, WI"	"55023"	"2005"	"2005"	Suppressed	14471	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Crawford County, WI"	"55023"	"2006"	"2006"	Suppressed	14520	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Crawford County, WI"	"55023"	"2007"	"2007"	Suppressed	14522	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Crawford County, WI"	"55023"	"2008"	"2008"	Suppressed	14465	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Crawford County, WI"	"55023"	"2009"	"2009"	Suppressed	14333	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Crawford County, WI"	"55023"	"2010"	"2010"	Suppressed	14281	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Crawford County, WI"	"55023"	"2011"	"2011"	Suppressed	14365	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Crawford County, WI"	"55023"	"2012"	"2012"	Suppressed	14273	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Crawford County, WI"	"55023"	"2013"	"2013"	Suppressed	14211	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Crawford County, WI"	"55023"	"2014"	"2014"	Suppressed	14215	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Crawford County, WI"	"55023"	"2015"	"2015"	Suppressed	14231	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Crawford County, WI"	"55023"	"2016"	"2016"	Suppressed	14213	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Crawford County, WI"	"55023"	"2017"	"2017"	Suppressed	14161	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Crawford County, WI"	"55023"	"2018"	"2018"	Suppressed	14253	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Crawford County, WI"	"55023"	"2019"	"2019"	Suppressed	14166	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Crawford County, WI"	"55023"	"2020 "	"2020"	Suppressed	14075	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Crawford County, WI"	"55023"			14	315580	Unreliable	2.4	7.4	1.2	0.1%
	"Dane County, WI"	"55025"	"1999"	"1999"	12	360041	Unreliable	1.7	5.8	1.0	0.1%
	"Dane County, WI"	"55025"	"2000"	"2000"	14	362879	Unreliable	2.1	6.5	1.0	0.1%
	"Dane County, WI"	"55025"	"2001"	"2001"	14	370586	Unreliable	2.1	6.3	1.0	0.1%
	"Dane County, WI"	"55025"	"2002"	"2002"	15	377135	Unreliable	2.2	6.6	1.0	0.1%
	"Dane County, WI"	"55025"	"2003"	"2003"	19	382859	Unreliable	3.0	7.7	1.1	0.2%
	"Dane County, WI"	"55025"	"2004"	"2004"	24	387894	6.2	4.0	9.2	1.3	0.2%
	"Dane County, WI"	"55025"	"2005"	"2005"	28	392890	7.1	4.7	10.3	1.3	0.3%
	"Dane County, WI"	"55025"	"2006"	"2006"	28	398205	7.0	4.7	10.2	1.3	0.3%
	"Dane County, WI"	"55025"	"2007"	"2007"	34	403235	8.4	5.8	11.8	1.4	0.3%
	"Dane County, WI"	"55025"	"2008"	"2008"	34	408178	8.3	5.8	11.6	1.4	0.3%
	"Dane County, WI"	"55025"	"2009"	"2009"	35	413862	8.5	5.9	11.8	1.4	0.3%
	"Dane County, WI"	"55025"	"2010"	"2010"	46	416283	11.1	8.1	14.7	1.6	0.4%
	"Dane County, WI"	"55025"	"2011"	"2011"	60	424073	14.1	10.8	18.2	1.8	0.6%
	"Dane County, WI"	"55025"	"2012"	"2012"	55	430893	12.8	9.6	16.6	1.7	0.5%
	"Dane County, WI"	"55025"	"2013"	"2013"	70	436716	16.0	12.5	20.3	1.9	0.7%
	"Dane County, WI"	"55025"	"2014"	"2014"	62	442815	14.0	10.7	17.9	1.8	0.6%
	"Dane County, WI"	"55025"	"2015"	"2015"	60	449432	13.4	10.2	17.2	1.7	0.6%
	"Dane County, WI"	"55025"	"2016"	"2016"	90	456761	19.7	15.8	24.2	2.1	0.8%
	"Dane County, WI"	"55025"	"2017"	"2017"	88	462328	19.0	15.3	23.5	2.0	0.8%
	"Dane County, WI"	"55025"	"2018"	"2018"	85	468595	18.1	14.5	22.4	2.0	0.8%
	"Dane County, WI"	"55025"	"2019"	"2019"	106	473436	22.4	18.1	26.7	2.2	1.0%
	"Dane County, WI"	"55025"	"2020 "	"2020"	123	479660	25.6	21.1	30.2	2.3	1.2%
"Total"	"Dane County, WI"	"55025"			1102	9198756	12.0	11.3	12.7	0.4	10.3%
	"Dodge County, WI"	"55027"	"1999"	"1999"	Suppressed	72225	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dodge County, WI"	"55027"	"2000"	"2000"	Suppressed	72735	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dodge County, WI"	"55027"	"2001"	"2001"	Suppressed	73227	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dodge County, WI"	"55027"	"2002"	"2002"	Suppressed	73877	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dodge County, WI"	"55027"	"2003"	"2003"	Suppressed	74500	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dodge County, WI"	"55027"	"2004"	"2004"	Suppressed	75051	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dodge County, WI"	"55027"	"2005"	"2005"	Suppressed	75343	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dodge County, WI"	"55027"	"2006"	"2006"	Suppressed	76027	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dodge County, WI"	"55027"	"2007"	"2007"	Suppressed	76217	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dodge County, WI"	"55027"	"2008"	"2008"	Suppressed	76472	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dodge County, WI"	"55027"	"2009"	"2009"	13	76045	Unreliable	9.1	29.2	4.7	0.1%
	"Dodge County, WI"	"55027"	"2010"	"2010"	11	76141	Unreliable	7.2	25.8	4.4	0.1%
	"Dodge County, WI"	"55027"	"2011"	"2011"	Suppressed	76338	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dodge County, WI"	"55027"	"2012"	"2012"	Suppressed	76435	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dodge County, WI"	"55027"	"2013"	"2013"	Suppressed	76647	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dodge County, WI"	"55027"	"2014"	"2014"	Suppressed	76996	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dodge County, WI"	"55027"	"2015"	"2015"	15	76982	Unreliable	10.9	32.1	5.0	0.1%
	"Dodge County, WI"	"55027"	"2016"	"2016"	19	76877	Unreliable	14.9	38.6	5.7	0.2%
	"Dodge County, WI"	"55027"	"2017"	"2017"	15	76686	Unreliable	10.9	32.3	5.1	0.1%
	"Dodge County, WI"	"55027"	"2018"	"2018"	21	76983	27.3	16.9	41.7	6.0	0.2%
	"Dodge County, WI"	"55027"	"2019"	"2019"	15	77142	Unreliable	10.9	32.1	5.0	0.1%
	"Dodge County, WI"	"55027"	"2020 "	"2020"	27	76904	35.1	23.1	51.1	6.8	0.3%
"Total"	"Dodge County, WI"	"55027"			183	1665850	11.0	9.4	12.6	0.8	1.7%
	"Door County, WI"	"55029"	"1999"	"1999"	Suppressed	23882	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Door County, WI"	"55029"	"2000"	"2000"	Suppressed	24192	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Door County, WI"	"55029"	"2001"	"2001"	Suppressed	24446	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Door County, WI"	"55029"	"2002"	"2002"	Suppressed	24663	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Door County, WI"	"55029"	"2003"	"2003"	Suppressed	24819	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Door County, WI"	"55029"	"2004"	"2004"	Suppressed	24817	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Door County, WI"	"55029"	"2005"	"2005"	Suppressed	24873	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Door County, WI"	"55029"	"2006"	"2006"	Suppressed	24889	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Door County, WI"	"55029"	"2007"	"2007"	Suppressed	24775	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Door County, WI"	"55029"	"2008"	"2008"	Suppressed	24810	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Door County, WI"	"55029"	"2009"	"2009"	Suppressed	24726	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Door County, WI"	"55029"	"2010"	"2010"	Suppressed	24645	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Door County, WI"	"55029"	"2011"	"2011"	Suppressed	24660	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Door County, WI"	"55029"	"2012"	"2012"	Suppressed	24708	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Door County, WI"	"55029"	"2013"	"2013"	Suppressed	24870	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Door County, WI"	"55029"	"2014"	"2014"	Suppressed	24825	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Door County, WI"	"55029"	"2015"	"2015"	Suppressed	24686	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Door County, WI"	"55029"	"2016"	"2016"	Suppressed	24791	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Door County, WI"	"55029"	"2017"	"2017"	Suppressed	24669	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Door County, WI"	"55029"	"2018"	"2018"	Suppressed	24844	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Door County, WI"	"55029"	"2019"	"2019"	Suppressed	24890	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Door County, WI"	"55029"	"2020 "	"2020"	Suppressed	25154	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Door County, WI"	"55029"			Suppressed	543634	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Douglas County, WI"	"55031"	"1999"	"1999"	Suppressed	36482	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Douglas County, WI"	"55031"	"2000"	"2000"	Suppressed	36785	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Douglas County, WI"	"55031"	"2001"	"2001"	Suppressed	37009	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Douglas County, WI"	"55031"	"2002"	"2002"	Suppressed	37166	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Douglas County, WI"	"55031"	"2003"	"2003"	Suppressed	37432	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Douglas County, WI"	"55031"	"2004"	"2004"	Suppressed	37553	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Douglas County, WI"	"55031"	"2005"	"2005"	Suppressed	37626	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Douglas County, WI"	"55031"	"2006"	"2006"	Suppressed	37596	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Douglas County, WI"	"55031"	"2007"	"2007"	Suppressed	37523	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Douglas County, WI"	"55031"	"2008"	"2008"	Suppressed	37645	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Douglas County, WI"	"55031"	"2009"	"2009"	Suppressed	37789	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Douglas County, WI"	"55031"	"2010"	"2010"	Suppressed	37963	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Douglas County, WI"	"55031"	"2011"	"2011"	Suppressed	37946	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Douglas County, WI"	"55031"	"2012"	"2012"	Suppressed	37732	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Douglas County, WI"	"55031"	"2013"	"2013"	Suppressed	37798	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Douglas County, WI"	"55031"	"2014"	"2014"	Suppressed	37797	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Douglas County, WI"	"55031"	"2015"	"2015"	Suppressed	37805	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Douglas County, WI"	"55031"	"2016"	"2016"	Suppressed	37834	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Douglas County, WI"	"55031"	"2017"	"2017"	Suppressed	37607	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Douglas County, WI"	"55031"	"2018"	"2018"	Suppressed	37626	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Douglas County, WI"	"55031"	"2019"	"2019"	Suppressed	37612	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Douglas County, WI"	"55031"	"2020 "	"2020"	10	38289	Unreliable	12.5	48.0	8.3	0.1%
"Total"	"Douglas County, WI"	"55031"			59	826615	7.1	5.4	9.2	0.9	0.6%
	"Dunn County, WI"	"55033"	"1999"	"1999"	Suppressed	33678	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dunn County, WI"	"55033"	"2000"	"2000"	Suppressed	34029	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dunn County, WI"	"55033"	"2001"	"2001"	Suppressed	34841	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dunn County, WI"	"55033"	"2002"	"2002"	Suppressed	35235	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dunn County, WI"	"55033"	"2003"	"2003"	Suppressed	35515	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dunn County, WI"	"55033"	"2004"	"2004"	Suppressed	35931	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dunn County, WI"	"55033"	"2005"	"2005"	Suppressed	36269	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dunn County, WI"	"55033"	"2006"	"2006"	Suppressed	36993	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dunn County, WI"	"55033"	"2007"	"2007"	Suppressed	37377	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dunn County, WI"	"55033"	"2008"	"2008"	Suppressed	37462	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dunn County, WI"	"55033"	"2009"	"2009"	Suppressed	37637	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dunn County, WI"	"55033"	"2010"	"2010"	Suppressed	37901	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dunn County, WI"	"55033"	"2011"	"2011"	Suppressed	38135	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dunn County, WI"	"55033"	"2012"	"2012"	Suppressed	38333	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dunn County, WI"	"55033"	"2013"	"2013"	Suppressed	38328	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dunn County, WI"	"55033"	"2014"	"2014"	Suppressed	38546	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dunn County, WI"	"55033"	"2015"	"2015"	Suppressed	38733	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dunn County, WI"	"55033"	"2016"	"2016"	Suppressed	38922	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dunn County, WI"	"55033"	"2017"	"2017"	Suppressed	38916	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dunn County, WI"	"55033"	"2018"	"2018"	Suppressed	39342	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dunn County, WI"	"55033"	"2019"	"2019"	Suppressed	39586	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dunn County, WI"	"55033"	"2020 "	"2020"	Suppressed	39825	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Dunn County, WI"	"55033"			26	821534	3.2	2.1	4.6	0.6	0.2%
	"Eau Claire County, WI"	"55035"	"1999"	"1999"	Suppressed	78580	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Eau Claire County, WI"	"55035"	"2000"	"2000"	Suppressed	79098	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Eau Claire County, WI"	"55035"	"2001"	"2001"	Suppressed	79942	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Eau Claire County, WI"	"55035"	"2002"	"2002"	Suppressed	80695	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Eau Claire County, WI"	"55035"	"2003"	"2003"	Suppressed	81036	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Eau Claire County, WI"	"55035"	"2004"	"2004"	Suppressed	81159	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Eau Claire County, WI"	"55035"	"2005"	"2005"	Suppressed	81648	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Eau Claire County, WI"	"55035"	"2006"	"2006"	Suppressed	82545	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Eau Claire County, WI"	"55035"	"2007"	"2007"	Suppressed	83133	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Eau Claire County, WI"	"55035"	"2008"	"2008"	Suppressed	83602	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Eau Claire County, WI"	"55035"	"2009"	"2009"	Suppressed	84517	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Eau Claire County, WI"	"55035"	"2010"	"2010"	Suppressed	84971	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Eau Claire County, WI"	"55035"	"2011"	"2011"	Suppressed	86198	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Eau Claire County, WI"	"55035"	"2012"	"2012"	Suppressed	86796	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Eau Claire County, WI"	"55035"	"2013"	"2013"	Suppressed	87495	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Eau Claire County, WI"	"55035"	"2014"	"2014"	Suppressed	87562	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Eau Claire County, WI"	"55035"	"2015"	"2015"	Suppressed	87955	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
